,index,Rating,car_year,brand_name,date,review,review for sentiment analysis,sentiment score,relative sentiments
1545,14245,3.625,2004,INFINITI,2009-12-28,keep away bad brakes trust nightmare brake believe research comment online year replaced brake time every every time replace brakes/rotors want get rid,"['keep', 'away', 'bad', 'brakes', 'trust', 'nightmare', 'brake', 'believe', 'research', 'comment', 'online', 'year', 'replaced', 'brake', 'time', 'every', 'every', 'time', 'replace', 'brakes/rotors', 'want', 'get', 'rid']","{'neg': 0.125, 'neu': 0.712, 'pos': 0.164, 'compound': 0.0258}",neutral
1546,14259,3.625,2004,INFINITI,2008-07-10,customer service g35 using quart oil dealer state acceptable normal add oil change change oil unacceptable expensive refused address problem warranty effect oil light come rack pinion steering leak replaced,"['customer', 'service', 'g35', 'using', 'quart', 'oil', 'dealer', 'state', 'acceptable', 'normal', 'add', 'oil', 'change', 'change', 'oil', 'unacceptable', 'expensive', 'refused', 'address', 'problem', 'warranty', 'effect', 'oil', 'light', 'come', 'rack', 'pinion', 'steering', 'leak', 'replaced']","{'neg': 0.274, 'neu': 0.665, 'pos': 0.061, 'compound': -0.7906}",negative
1547,14264,3.625,2004,INFINITI,2008-03-28,high = disappointing dealer trouble following thing power steering gas door actuator internal fuel system air bag cd player blue smoke start shop month maybe rolled trading tomorrow owned gs400 blew water,"['high', '=', 'disappointing', 'dealer', 'trouble', 'following', 'thing', 'power', 'steering', 'gas', 'door', 'actuator', 'internal', 'fuel', 'system', 'air', 'bag', 'cd', 'player', 'blue', 'smoke', 'start', 'shop', 'month', 'maybe', 'rolled', 'trading', 'tomorrow', 'owned', 'gs400', 'blew', 'water']","{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.7096}",negative
1548,14299,3.75,2007,INFINITI,2008-10-10,disappointed horrified poor tire wear tire bald say replace 12-15k front inside torn need replaced 's right tire said alignment looking trade afford replaces tire price tire,"['disappointed', 'horrified', 'poor', 'tire', 'wear', 'tire', 'bald', 'say', 'replace', '12-15k', 'front', 'inside', 'torn', 'need', 'replaced', ""'s"", 'right', 'tire', 'said', 'alignment', 'looking', 'trade', 'afford', 'replaces', 'tire', 'price', 'tire']","{'neg': 0.337, 'neu': 0.663, 'pos': 0.0, 'compound': -0.8934}",negative
1549,14313,4.0,2007,INFINITI,2016-08-06,g35 replace shock wear,"['g35', 'replace', 'shock', 'wear']","{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.3818}",negative
1550,14316,3.0,2007,INFINITI,2015-11-18,premium gas cost become big negative pro driver front passenger comfort performance styling technology package engine transmission air conditioning reliable backup camera excellent control rainy wet roads.cons trunk design space rear seat room comfort sized brake performance capability premium gas penalty gallon added cost fill usb ports radio selection programming difficult gps upgrade expensive dealer able explain use sd medium chip hard front wheel bearing failed front left right axle joint boot electrical problem right front lighting exceeding experienced increased noise,"['premium', 'gas', 'cost', 'become', 'big', 'negative', 'pro', 'driver', 'front', 'passenger', 'comfort', 'performance', 'styling', 'technology', 'package', 'engine', 'transmission', 'air', 'conditioning', 'reliable', 'backup', 'camera', 'excellent', 'control', 'rainy', 'wet', 'roads.cons', 'trunk', 'design', 'space', 'rear', 'seat', 'room', 'comfort', 'sized', 'brake', 'performance', 'capability', 'premium', 'gas', 'penalty', 'gallon', 'added', 'cost', 'fill', 'usb', 'ports', 'radio', 'selection', 'programming', 'difficult', 'gps', 'upgrade', 'expensive', 'dealer', 'able', 'explain', 'use', 'sd', 'medium', 'chip', 'hard', 'front', 'wheel', 'bearing', 'failed', 'front', 'left', 'right', 'axle', 'joint', 'boot', 'electrical', 'problem', 'right', 'front', 'lighting', 'exceeding', 'experienced', 'increased', 'noise']","{'neg': 0.181, 'neu': 0.709, 'pos': 0.109, 'compound': -0.7269}",negative
1551,14318,2.25,2007,INFINITI,2014-05-08,poor interior quality dashboard cracking edge warping imagine poor quality material used put handle steering wheel button peeling disappointing imagined well-maintained luxury lasted spend money consumer affair joke offer resolution,"['poor', 'interior', 'quality', 'dashboard', 'cracking', 'edge', 'warping', 'imagine', 'poor', 'quality', 'material', 'used', 'put', 'handle', 'steering', 'wheel', 'button', 'peeling', 'disappointing', 'imagined', 'well-maintained', 'luxury', 'lasted', 'spend', 'money', 'consumer', 'affair', 'joke', 'offer', 'resolution']","{'neg': 0.25, 'neu': 0.691, 'pos': 0.059, 'compound': -0.802}",negative
1552,14369,3.25,2007,INFINITI,2008-04-01,watch believe hype folk admit fooled sticker window mpg never happened get mpg return numerous occasion concerning transmission slipping trying heating excessive water head lamp today price get 's worth headache long run,"['watch', 'believe', 'hype', 'folk', 'admit', 'fooled', 'sticker', 'window', 'mpg', 'never', 'happened', 'get', 'mpg', 'return', 'numerous', 'occasion', 'concerning', 'transmission', 'slipping', 'trying', 'heating', 'excessive', 'water', 'head', 'lamp', 'today', 'price', 'get', ""'s"", 'worth', 'headache', 'long', 'run']","{'neg': 0.072, 'neu': 0.826, 'pos': 0.102, 'compound': 0.0258}",neutral
1553,14373,3.25,2007,INFINITI,2008-02-18,lots room improve fall short many area control foot display 're changing a/c stereo a/c control non-intuitive bumper paint match dash light match body trim panel vary fit front seat tight average lb adult bad clutch recall today cheap floor mat worn bolts/plastic cover replace oil filter change oil front chrome grill easy chip moon roof trim fall redundant service disply console dash cheap analog clock digital quick read leather soft previous little storage cabin stereo fm separation poor,"['lots', 'room', 'improve', 'fall', 'short', 'many', 'area', 'control', 'foot', 'display', ""'re"", 'changing', 'a/c', 'stereo', 'a/c', 'control', 'non-intuitive', 'bumper', 'paint', 'match', 'dash', 'light', 'match', 'body', 'trim', 'panel', 'vary', 'fit', 'front', 'seat', 'tight', 'average', 'lb', 'adult', 'bad', 'clutch', 'recall', 'today', 'cheap', 'floor', 'mat', 'worn', 'bolts/plastic', 'cover', 'replace', 'oil', 'filter', 'change', 'oil', 'front', 'chrome', 'grill', 'easy', 'chip', 'moon', 'roof', 'trim', 'fall', 'redundant', 'service', 'disply', 'console', 'dash', 'cheap', 'analog', 'clock', 'digital', 'quick', 'read', 'leather', 'soft', 'previous', 'little', 'storage', 'cabin', 'stereo', 'fm', 'separation', 'poor']","{'neg': 0.098, 'neu': 0.81, 'pos': 0.092, 'compound': -0.128}",negative
1554,14374,3.625,2007,INFINITI,2008-01-07,part way g35x power unbalanced handling weight watch mpg averaging get highway g need gear rpm 70-75 mph highway poor engineering,"['part', 'way', 'g35x', 'power', 'unbalanced', 'handling', 'weight', 'watch', 'mpg', 'averaging', 'get', 'highway', 'g', 'need', 'gear', 'rpm', '70-75', 'mph', 'highway', 'poor', 'engineering']","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.4767}",negative
1555,14384,3.5,2005,INFINITI,2011-11-16,standard 've owned 've happy while.the tire last interior wear looked spectacular first place radio le friendly paint inferior noise unacceptable cost noise worse son pick convertible.and turning radius inferior vehicle website tell you.not fan traction/stability control got hit time hitting brake killing accelerator.i,"['standard', ""'ve"", 'owned', ""'ve"", 'happy', 'while.the', 'tire', 'last', 'interior', 'wear', 'looked', 'spectacular', 'first', 'place', 'radio', 'le', 'friendly', 'paint', 'inferior', 'noise', 'unacceptable', 'cost', 'noise', 'worse', 'son', 'pick', 'convertible.and', 'turning', 'radius', 'inferior', 'vehicle', 'website', 'tell', 'you.not', 'fan', 'traction/stability', 'control', 'got', 'hit', 'time', 'hitting', 'brake', 'killing', 'accelerator.i']","{'neg': 0.26, 'neu': 0.589, 'pos': 0.151, 'compound': -0.7717}",negative
1556,14403,3.75,2005,INFINITI,2006-08-26,owning g35 cpe everything thing gave score build quality low first sport know low ground coupe go simple small rock scrape undercarriage make sound like tearing careful pothole too..and mean small one,"['owning', 'g35', 'cpe', 'everything', 'thing', 'gave', 'score', 'build', 'quality', 'low', 'first', 'sport', 'know', 'low', 'ground', 'coupe', 'go', 'simple', 'small', 'rock', 'scrape', 'undercarriage', 'make', 'sound', 'like', 'tearing', 'careful', 'pothole', 'too..and', 'mean', 'small', 'one']","{'neg': 0.116, 'neu': 0.771, 'pos': 0.113, 'compound': -0.0258}",neutral
1557,14446,3.75,2005,INFINITI,2005-07-27,many problem 'm happy year mileage horrible mpg brake replaced cd changer gone tire cupping making lot noise back different size unidirectional rotated noise loud tire 'm ready sell,"['many', 'problem', ""'m"", 'happy', 'year', 'mileage', 'horrible', 'mpg', 'brake', 'replaced', 'cd', 'changer', 'gone', 'tire', 'cupping', 'making', 'lot', 'noise', 'back', 'different', 'size', 'unidirectional', 'rotated', 'noise', 'loud', 'tire', ""'m"", 'ready', 'sell']","{'neg': 0.166, 'neu': 0.668, 'pos': 0.166, 'compound': 0.0}",neutral
1558,14452,4.0,2005,INFINITI,2016-09-08,spend sporty go wrong old died bind get something looked inexpensive sporty door found clean six-speed manual g35 used website price shape inch wheel dark tint black black leather interior bose radio manual transmission car jumped 've week 's perfect thing 's quick acceleration top notch shifting short smooth passing easy engine low roar get mood feel solid handling styling scream 'm year old look tell 's surprised thing note inside roomy sport back seat power outlet cubby storage in-dash disc cd changer armrest come cupholders rear passenger location clock feature cruise control seat memory dash easy use locate getting sporty buck used g35 way go bad stuff reviewer inside bit noisy little click clank creak driving slight notice wish go know bose audio supposed spectacular 's nothing special much bass crank 'm thinking upgrading head unit speaker factory audio old mustang inside material design basic nothing special turning radius seems bit wide overall nitpicky negative recommend heartbeat.update asked update review 've month fan life,"['spend', 'sporty', 'go', 'wrong', 'old', 'died', 'bind', 'get', 'something', 'looked', 'inexpensive', 'sporty', 'door', 'found', 'clean', 'six-speed', 'manual', 'g35', 'used', 'website', 'price', 'shape', 'inch', 'wheel', 'dark', 'tint', 'black', 'black', 'leather', 'interior', 'bose', 'radio', 'manual', 'transmission', 'car', 'jumped', ""'ve"", 'week', ""'s"", 'perfect', 'thing', ""'s"", 'quick', 'acceleration', 'top', 'notch', 'shifting', 'short', 'smooth', 'passing', 'easy', 'engine', 'low', 'roar', 'get', 'mood', 'feel', 'solid', 'handling', 'styling', 'scream', ""'m"", 'year', 'old', 'look', 'tell', ""'s"", 'surprised', 'thing', 'note', 'inside', 'roomy', 'sport', 'back', 'seat', 'power', 'outlet', 'cubby', 'storage', 'in-dash', 'disc', 'cd', 'changer', 'armrest', 'come', 'cupholders', 'rear', 'passenger', 'location', 'clock', 'feature', 'cruise', 'control', 'seat', 'memory', 'dash', 'easy', 'use', 'locate', 'getting', 'sporty', 'buck', 'used', 'g35', 'way', 'go', 'bad', 'stuff', 'reviewer', 'inside', 'bit', 'noisy', 'little', 'click', 'clank', 'creak', 'driving', 'slight', 'notice', 'wish', 'go', 'know', 'bose', 'audio', 'supposed', 'spectacular', ""'s"", 'nothing', 'special', 'much', 'bass', 'crank', ""'m"", 'thinking', 'upgrading', 'head', 'unit', 'speaker', 'factory', 'audio', 'old', 'mustang', 'inside', 'material', 'design', 'basic', 'nothing', 'special', 'turning', 'radius', 'seems', 'bit', 'wide', 'overall', 'nitpicky', 'negative', 'recommend', 'heartbeat.update', 'asked', 'update', 'review', ""'ve"", 'month', 'fan', 'life']","{'neg': 0.127, 'neu': 0.745, 'pos': 0.128, 'compound': -0.2302}",negative
1559,14460,3.875,2005,INFINITI,2012-05-23,overall car.however experiencing big problem front side airbags.just replaced driver side month tune driver side bag failed want more.i believe serious safety problem pricey.further inifiniti leeway problem occurring car.they appear want stand safety issues.btw 's worse turned 're buying premium treat problem acura completey stood seatbelt issue,"['overall', 'car.however', 'experiencing', 'big', 'problem', 'front', 'side', 'airbags.just', 'replaced', 'driver', 'side', 'month', 'tune', 'driver', 'side', 'bag', 'failed', 'want', 'more.i', 'believe', 'serious', 'safety', 'problem', 'pricey.further', 'inifiniti', 'leeway', 'problem', 'occurring', 'car.they', 'appear', 'want', 'stand', 'safety', 'issues.btw', ""'s"", 'worse', 'turned', ""'re"", 'buying', 'premium', 'treat', 'problem', 'acura', 'completey', 'stood', 'seatbelt', 'issue']","{'neg': 0.287, 'neu': 0.543, 'pos': 0.169, 'compound': -0.8225}",negative
1560,14464,3.75,2005,INFINITI,2010-04-19,fast fun base g35 march unreal power brake stiff chassis instant steering response decent cornering price stiff well-controlled ride fuel mileage 19-21 town 24-26 highway 2005-2006 interior instrument control better 2007-up g35 minor annoyance creaky center console worse cold day engine die time error code displayed restart le dealer ended replacing cam position sensor free 4-yr warranty expired,"['fast', 'fun', 'base', 'g35', 'march', 'unreal', 'power', 'brake', 'stiff', 'chassis', 'instant', 'steering', 'response', 'decent', 'cornering', 'price', 'stiff', 'well-controlled', 'ride', 'fuel', 'mileage', '19-21', 'town', '24-26', 'highway', '2005-2006', 'interior', 'instrument', 'control', 'better', '2007-up', 'g35', 'minor', 'annoyance', 'creaky', 'center', 'console', 'worse', 'cold', 'day', 'engine', 'die', 'time', 'error', 'code', 'displayed', 'restart', 'le', 'dealer', 'ended', 'replacing', 'cam', 'position', 'sensor', 'free', '4-yr', 'warranty', 'expired']","{'neg': 0.166, 'neu': 0.703, 'pos': 0.131, 'compound': -0.3612}",negative
1561,14481,3.125,2005,INFINITI,2008-06-15,much maintenance brake set back tire bad mileage fuel 's fourth last expensive run looking,"['much', 'maintenance', 'brake', 'set', 'back', 'tire', 'bad', 'mileage', 'fuel', ""'s"", 'fourth', 'last', 'expensive', 'run', 'looking']","{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5423}",negative
1562,14489,3.5,2005,INFINITI,2007-05-24,ok loved first month noise started replaced window track door rattle a-pillar started persists day obnoxious brakes squealed entire time 've replacing front rear pad front rotor electrical tape electronic rear view mirror keep rattling course dealer diagnose problem pay rattle covered warranty frankly german lot mechanical problem least diagnosed,"['ok', 'loved', 'first', 'month', 'noise', 'started', 'replaced', 'window', 'track', 'door', 'rattle', 'a-pillar', 'started', 'persists', 'day', 'obnoxious', 'brakes', 'squealed', 'entire', 'time', ""'ve"", 'replacing', 'front', 'rear', 'pad', 'front', 'rotor', 'electrical', 'tape', 'electronic', 'rear', 'view', 'mirror', 'keep', 'rattling', 'course', 'dealer', 'diagnose', 'problem', 'pay', 'rattle', 'covered', 'warranty', 'frankly', 'german', 'lot', 'mechanical', 'problem', 'least', 'diagnosed']","{'neg': 0.164, 'neu': 0.735, 'pos': 0.102, 'compound': -0.4019}",negative
1563,14491,4.0,2005,INFINITI,2007-04-25,poor quality first sure given poor quality build problem ca fill gas fuel issue took dozen trip dealer sort problem creaking front end dealer troubleshooting look suspension rod set backorder 's dealer problem brake shot repair bill front rotor pad remachined rear rear pad 's,"['poor', 'quality', 'first', 'sure', 'given', 'poor', 'quality', 'build', 'problem', 'ca', 'fill', 'gas', 'fuel', 'issue', 'took', 'dozen', 'trip', 'dealer', 'sort', 'problem', 'creaking', 'front', 'end', 'dealer', 'troubleshooting', 'look', 'suspension', 'rod', 'set', 'backorder', ""'s"", 'dealer', 'problem', 'brake', 'shot', 'repair', 'bill', 'front', 'rotor', 'pad', 'remachined', 'rear', 'rear', 'pad', ""'s""]","{'neg': 0.254, 'neu': 0.675, 'pos': 0.071, 'compound': -0.8834}",negative
1564,14498,3.875,2005,INFINITI,2006-12-22,eh compared class 3-series acura tl a4 grouped sits lot higher turn corner vehicle city driving brutal mpg im afraid measure put pedal want see performance otherwise drive regular,"['eh', 'compared', 'class', '3-series', 'acura', 'tl', 'a4', 'grouped', 'sits', 'lot', 'higher', 'turn', 'corner', 'vehicle', 'city', 'driving', 'brutal', 'mpg', 'im', 'afraid', 'measure', 'put', 'pedal', 'want', 'see', 'performance', 'otherwise', 'drive', 'regular']","{'neg': 0.127, 'neu': 0.833, 'pos': 0.04, 'compound': -0.5859}",negative
1565,14502,4.0,2005,INFINITI,2006-10-20,g35 @ purchased premium package feb '05 put odometer le year met expectation fallen short couple thing engine performance handling acceleration shift reliability fit finish interior par acura/lexus/bmw competition example rear window squeak creak acceleration slight bump,"['g35', '@', 'purchased', 'premium', 'package', 'feb', ""'05"", 'put', 'odometer', 'le', 'year', 'met', 'expectation', 'fallen', 'short', 'couple', 'thing', 'engine', 'performance', 'handling', 'acceleration', 'shift', 'reliability', 'fit', 'finish', 'interior', 'par', 'acura/lexus/bmw', 'competition', 'example', 'rear', 'window', 'squeak', 'creak', 'acceleration', 'slight', 'bump']","{'neg': 0.064, 'neu': 0.872, 'pos': 0.064, 'compound': 0.0}",neutral
1566,14503,4.0,2005,INFINITI,2006-10-03,affair buying front brake replaced town driving use foot everyone business talked said crazy brake went explained softer brake dealership anything got big brush-off consumer relations east parent put note file pleased brake situation 'm concerned lost customer looking buy next,"['affair', 'buying', 'front', 'brake', 'replaced', 'town', 'driving', 'use', 'foot', 'everyone', 'business', 'talked', 'said', 'crazy', 'brake', 'went', 'explained', 'softer', 'brake', 'dealership', 'anything', 'got', 'big', 'brush-off', 'consumer', 'relations', 'east', 'parent', 'put', 'note', 'file', 'pleased', 'brake', 'situation', ""'m"", 'concerned', 'lost', 'customer', 'looking', 'buy', 'next']","{'neg': 0.103, 'neu': 0.833, 'pos': 0.064, 'compound': -0.2023}",negative
1567,14526,2.5,2003,INFINITI,2011-04-25,buy g-35 hard turn uncomfortable ride high noise level gas milage town open electric window wiper motor gone read center brake light **oil dip stick design location** [ violative content deleted ] pananger seat pain as hard get ergonomic engineer mit mechanical engineer inia speek athority given thank god pay it.ergonomic design interior match dr better,"['buy', 'g-35', 'hard', 'turn', 'uncomfortable', 'ride', 'high', 'noise', 'level', 'gas', 'milage', 'town', 'open', 'electric', 'window', 'wiper', 'motor', 'gone', 'read', 'center', 'brake', 'light', '**oil', 'dip', 'stick', 'design', 'location**', '[', 'violative', 'content', 'deleted', ']', 'pananger', 'seat', 'pain', 'as', 'hard', 'get', 'ergonomic', 'engineer', 'mit', 'mechanical', 'engineer', 'inia', 'speek', 'athority', 'given', 'thank', 'god', 'pay', 'it.ergonomic', 'design', 'interior', 'match', 'dr', 'better']","{'neg': 0.205, 'neu': 0.682, 'pos': 0.114, 'compound': -0.6124}",negative
1568,14536,2.5,2003,INFINITI,2007-01-15,poor lux time purchase lot research due driving g35 seemed brand model boy first transmission locked cd player shut air turn transmission went week windshield wiper motor fried much cheaper car lasted longer lux poor build cheap low end material eye,"['poor', 'lux', 'time', 'purchase', 'lot', 'research', 'due', 'driving', 'g35', 'seemed', 'brand', 'model', 'boy', 'first', 'transmission', 'locked', 'cd', 'player', 'shut', 'air', 'turn', 'transmission', 'went', 'week', 'windshield', 'wiper', 'motor', 'fried', 'much', 'cheaper', 'car', 'lasted', 'longer', 'lux', 'poor', 'build', 'cheap', 'low', 'end', 'material', 'eye']","{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.8074}",negative
1569,14537,3.875,2003,INFINITI,2007-01-15,blows smoke supposed wifes dream turned nightmare stand car several attempt fixing knocking noise startup excessive white smoke exhaust service manager told qualified warranty continues consume quart oil month,"['blows', 'smoke', 'supposed', 'wife\x92s', 'dream', 'turned', 'nightmare', 'stand', 'car', 'several', 'attempt', 'fixing', 'knocking', 'noise', 'startup', 'excessive', 'white', 'smoke', 'exhaust', 'service', 'manager', 'told', 'qualified', 'warranty', 'continues', 'consume', 'quart', 'oil', 'month']","{'neg': 0.071, 'neu': 0.865, 'pos': 0.064, 'compound': -0.0516}",negative
1570,14538,1.5,2003,INFINITI,2007-01-09,shop time month numerous electrical problem paint peeling bumper wont anything help transmission problem window creaking shop time alone course big break told replace break rotor cost 500-600 dollar front braking system brake stop make noise kill ear head turning loud wish kept ford mustang cobra ..,"['shop', 'time', 'month', 'numerous', 'electrical', 'problem', 'paint', 'peeling', 'bumper', 'wont', 'anything', 'help', 'transmission', 'problem', 'window', 'creaking', 'shop', 'time', 'alone', 'course', 'big', 'break', 'told', 'replace', 'break', 'rotor', 'cost', '500-600', 'dollar', 'front', 'braking', 'system', 'brake', 'stop', 'make', 'noise', 'kill', 'ear', 'head', 'turning', 'loud', 'wish', 'kept', 'ford', 'mustang', 'cobra', '..']","{'neg': 0.279, 'neu': 0.675, 'pos': 0.046, 'compound': -0.9162}",negative
1571,14548,3.75,2003,INFINITI,2005-11-22,quality owned buying thing g35 engine nav system maintenance cost rocket handling ride quality inferior interior g35 luxury quality sell look getting m3,"['quality', 'owned', 'buying', 'thing', 'g35', 'engine', 'nav', 'system', 'maintenance', 'cost', 'rocket', 'handling', 'ride', 'quality', 'inferior', 'interior', 'g35', 'luxury', 'quality', 'sell', 'look', 'getting', 'm3']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4019}",negative
1572,14566,3.75,2003,INFINITI,2004-10-03,disappointed eye catching changing brake mean made big material mistake snow open door snow fall window seat-not comfortable.tires wear dust brake rotor fill rim washed continue replace brake free-the owner penalized material problem rattles annoying dealership accomodating,"['disappointed', 'eye', 'catching', 'changing', 'brake', 'mean', 'made', 'big', 'material', 'mistake', 'snow', 'open', 'door', 'snow', 'fall', 'window', 'seat-not', 'comfortable.tires', 'wear', 'dust', 'brake', 'rotor', 'fill', 'rim', 'washed', 'continue', 'replace', 'brake', 'free-the', 'owner', 'penalized', 'material', 'problem', 'rattles', 'annoying', 'dealership', 'accomodating']","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.872}",negative
1573,14592,4.0,2003,INFINITI,2016-04-15,hunter green g35 g35 half year cheep shape putting thing gone wrong exhaust leak piping rusted low profile tire get one couple week brought shop get ball joint wheel barring real bad clanking noise need brake part put sporty looking dreading day sell ride comfterable way slight problem ive passanger side seat stuck trunk open lock unlock part key doesnt dropped many time,"['hunter', 'green', 'g35', 'g35', 'half', 'year', 'cheep', 'shape', 'putting', 'thing', 'gone', 'wrong', 'exhaust', 'leak', 'piping', 'rusted', 'low', 'profile', 'tire', 'get', 'one', 'couple', 'week', 'brought', 'shop', 'get', 'ball', 'joint', 'wheel', 'barring', 'real', 'bad', 'clanking', 'noise', 'need', 'brake', 'part', 'put', 'sporty', 'looking', 'dreading', 'day', 'sell', 'ride', 'comfterable', 'way', 'slight', 'problem', 'ive', 'passanger', 'side', 'seat', 'stuck', 'trunk', 'open', 'lock', 'unlock', 'part', 'key', 'doesnt', 'dropped', 'many', 'time']","{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.9607}",negative
1574,14602,3.25,2003,INFINITI,2010-05-02,blistering acceleration accelerates 's joy get highway on-ramps suspension poor rigid trying hard tell look 's killer 's unbalanced feel weight % front % rear plenty room back passenger rear seat recline airline seat long try backing parking garage see mean visibility back poor bose stereo sold happy rid,"['blistering', 'acceleration', 'accelerates', ""'s"", 'joy', 'get', 'highway', 'on-ramps', 'suspension', 'poor', 'rigid', 'trying', 'hard', 'tell', 'look', ""'s"", 'killer', ""'s"", 'unbalanced', 'feel', 'weight', '%', 'front', '%', 'rear', 'plenty', 'room', 'back', 'passenger', 'rear', 'seat', 'recline', 'airline', 'seat', 'long', 'try', 'backing', 'parking', 'garage', 'see', 'mean', 'visibility', 'back', 'poor', 'bose', 'stereo', 'sold', 'happy', 'rid']","{'neg': 0.22, 'neu': 0.639, 'pos': 0.141, 'compound': -0.5859}",negative
1575,14603,3.375,2003,INFINITI,2010-04-19,buy owning owner year replaced whole braking system time stereo console quit replaced replace whole engine km luxury absolute crap buy nissan/infinity inifinti customer service waste time buy,"['buy', 'owning', 'owner', 'year', 'replaced', 'whole', 'braking', 'system', 'time', 'stereo', 'console', 'quit', 'replaced', 'replace', 'whole', 'engine', 'km', 'luxury', 'absolute', 'crap', 'buy', 'nissan/infinity', 'inifinti', 'customer', 'service', 'waste', 'time', 'buy']","{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.6597}",negative
1576,14606,3.5,2003,INFINITI,2010-02-08,look ton problem loved g35 style purchase found g35 pas 'm wi knew all-weather tire first winter problem getting snow tire sand trunk look put much money brake le replace passenger side lower control arm replace driver side lower control arm top 've lost control center counsel never buy nissan/infiniti expected better quality luxury,"['look', 'ton', 'problem', 'loved', 'g35', 'style', 'purchase', 'found', 'g35', 'pas', ""'m"", 'wi', 'knew', 'all-weather', 'tire', 'first', 'winter', 'problem', 'getting', 'snow', 'tire', 'sand', 'trunk', 'look', 'put', 'much', 'money', 'brake', 'le', 'replace', 'passenger', 'side', 'lower', 'control', 'arm', 'replace', 'driver', 'side', 'lower', 'control', 'arm', 'top', ""'ve"", 'lost', 'control', 'center', 'counsel', 'never', 'buy', 'nissan/infiniti', 'expected', 'better', 'quality', 'luxury']","{'neg': 0.181, 'neu': 0.69, 'pos': 0.129, 'compound': -0.3612}",negative
1577,14612,3.625,2003,INFINITI,2009-08-22,problem w. center console stuck luxury operate temperature music whole center console button work know recall mike model horrible reason vin number qualify beat,"['problem', 'w.', 'center', 'console', 'stuck', 'luxury', 'operate', 'temperature', 'music', 'whole', 'center', 'console', 'button', 'work', 'know', 'recall', 'mike', 'model', 'horrible', 'reason', 'vin', 'number', 'qualify', 'beat']","{'neg': 0.278, 'neu': 0.678, 'pos': 0.044, 'compound': -0.7845}",negative
1578,14617,2.875,2003,INFINITI,2009-05-31,buy used g35 g35 overall usual reliable japanese weird reliability issue eg suspension arm link broken @ brake squeak @ dashboard light went @ little thing nut expect better wish 've gotten acura owned past problem least till,"['buy', 'used', 'g35', 'g35', 'overall', 'usual', 'reliable', 'japanese', 'weird', 'reliability', 'issue', 'eg', 'suspension', 'arm', 'link', 'broken', '@', 'brake', 'squeak', '@', 'dashboard', 'light', 'went', '@', 'little', 'thing', 'nut', 'expect', 'better', 'wish', ""'ve"", 'gotten', 'acura', 'owned', 'past', 'problem', 'least', 'till']","{'neg': 0.174, 'neu': 0.696, 'pos': 0.13, 'compound': -0.2263}",negative
1579,14618,3.5,2003,INFINITI,2009-05-26,dollars v reliabilty purchased brother owned replaced '97 mileage awful maintenance cost outrageous radio/cd changer cost fix month tire super expensive trunk handle open driver seat control placed worse place galaxy little storage space cabin back seat fold engine performance handling magnificent electric red used stop folk tracks-the g35 run,"['dollars', 'v', 'reliabilty', 'purchased', 'brother', 'owned', 'replaced', ""'97"", 'mileage', 'awful', 'maintenance', 'cost', 'outrageous', 'radio/cd', 'changer', 'cost', 'fix', 'month', 'tire', 'super', 'expensive', 'trunk', 'handle', 'open', 'driver', 'seat', 'control', 'placed', 'worse', 'place', 'galaxy', 'little', 'storage', 'space', 'cabin', 'back', 'seat', 'fold', 'engine', 'performance', 'handling', 'magnificent', 'electric', 'red', 'used', 'stop', 'folk', 'tracks-the', 'g35', 'run']","{'neg': 0.182, 'neu': 0.692, 'pos': 0.126, 'compound': -0.3612}",negative
1580,14633,4.0,2003,INFINITI,2007-12-06,fun ai cheap owned year put many 'm coming brakes squealing bad vdc light emergency brake light slip light coming staying read break problem needed tire took shop front pads/rotors rear pad needed replaced fix dash light problem pay owning fun,"['fun', 'ai', 'cheap', 'owned', 'year', 'put', 'many', ""'m"", 'coming', 'brakes', 'squealing', 'bad', 'vdc', 'light', 'emergency', 'brake', 'light', 'slip', 'light', 'coming', 'staying', 'read', 'break', 'problem', 'needed', 'tire', 'took', 'shop', 'front', 'pads/rotors', 'rear', 'pad', 'needed', 'replaced', 'fix', 'dash', 'light', 'problem', 'pay', 'owning', 'fun']","{'neg': 0.241, 'neu': 0.636, 'pos': 0.123, 'compound': -0.6486}",negative
1581,14641,3.5,2003,INFINITI,2006-11-27,brakes bad brake real big problem need change fact class action suit owner states stay buy,"['brakes', 'bad', 'brake', 'real', 'big', 'problem', 'need', 'change', 'fact', 'class', 'action', 'suit', 'owner', 'states', 'stay', 'buy']","{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.7351}",negative
